email,first_name,last_name,role,school_name,school_type,domain,state,city,phone,status,notes,custom_data
,,,Owner/Manager,Service Air,Business,https://serviceair-conditioning.com/,FL,Port St. Lucie,(772) 924-0044,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
,,,Owner/Manager,Belle Air,Business,https://belleairac.com/,FL,Orlando,(407) 543-2050,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
contact@sansoxygen.com,,,Owner/Manager,AAA AC Quality Services,Business,https://acqualityservices.com/,FL,Port St. Lucie,(800) 506-9429,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: contact@sansoxygen.com, aaaacqualityservices@gmail.com","['contact@sansoxygen.com', 'aaaacqualityservices@gmail.com']"
tcac1990@att.net,,,Owner/Manager,"Treasure Coast Air Conditioning, Inc.",Business,https://www.treasurecoastair.com/,FL,Port St. Lucie,(772) 692-1701,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: tcac1990@att.net",['tcac1990@att.net']
,,,Owner/Manager,3H AC of Tampa,Business,https://3hac.com/,FL,Tampa,(813) 979-4208,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
,,,Owner/Manager,"Next Level Cooling, LLC",Business,https://nextlevelcoolingllc.com/,FL,Port St. Lucie,(772) 485-8182,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
info@callourplace.com,,,Owner/Manager,Our Place Air & Home Repair,Business,https://www.callourplace.com/?utm_source=omg-gbp&utm_medium=webclick,FL,Orlando,(407) 219-9750,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: info@callourplace.com | Verification: MX Records Found",['info@callourplace.com']
legacyheatingandcooling1@gmail.com,,,Owner/Manager,Legacy Heating & Cooling LLC,Business,https://www.legacyheatingncooling.com/,FL,Port St. Lucie,(772) 924-9340,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: legacyheatingandcooling1@gmail.com",['legacyheatingandcooling1@gmail.com']
info@refricenter.net,,,Owner/Manager,Refricenter Port St Lucie | HVAC Supply,Business,http://www.refricenter.net/,FL,Port St. Lucie,(772) 879-7800,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: info@refricenter.net",['info@refricenter.net']
,,,Owner/Manager,Port St. Lucie Heating & Air Conditioning,Business,,FL,Port St. Lucie,(772) 237-6339,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
,,,Owner/Manager,REM Air Conditioning of Tampa,Business,https://www.remairconditioning.com/,FL,Tampa,(813) 248-5877,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
,,,Owner/Manager,Best Choice Air Conditioning & Heating Inc.,Business,https://bestchoiceairconditioning.com/,FL,Port St. Lucie,(772) 871-5757,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
pelicanairllc@gmail.com,,,Owner/Manager,Pelican Air Conditioning LLC,Business,http://pelicanac4me.com/,FL,Port St. Lucie,(772) 882-8246,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: pelicanairllc@gmail.com",['pelicanairllc@gmail.com']
impallari@gmail.com,,,Owner/Manager,Frigid Air,Business,https://frigidair.cool/,FL,Port St. Lucie,(772) 212-1113,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: impallari@gmail.com, team@latofonts.com","['impallari@gmail.com', 'team@latofonts.com']"
contact@amtekair.com,,,Owner/Manager,Amtek Air Conditioning Inc.,Business,https://amtekair.com/,FL,Port St. Lucie,(772) 801-3465,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: contact@amtekair.com",['contact@amtekair.com']
cs@thecomfortauthority.com,,,Owner/Manager,The Comfort Authority,Business,https://www.thecomfortauthority.com/?utm_source=google&utm_medium=gbp,FL,Tampa,(813) 461-4819,invalid_email,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: cs@thecomfortauthority.com | Verification: SMTP Error 550: Mailbox Not Found",['cs@thecomfortauthority.com']
kmolter@ferran-services.com,,,Owner/Manager,"Ferran Air Conditioning, Electrical & Plumbing",Business,https://ferran-services.com/service-areas/orlando-fl/,FL,Orlando,(407) 422-3551,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: kmolter@ferran-services.com, tmoore@ferran-services.com, ldavidson@ferran-services.com, mcepeda@ferran-services.com, maintenance@ferran-services.com, acinstalladmin@ferran-services.com | Verification: MX Records Found","['kmolter@ferran-services.com', 'tmoore@ferran-services.com', 'ldavidson@ferran-services.com', 'mcepeda@ferran-services.com', 'maintenance@ferran-services.com', 'acinstalladmin@ferran-services.com']"
,,,Owner/Manager,ACS Home Services- Tampa Air Conditioning Repair,Business,https://www.acshomeservices.com/tampa-air-conditioning-plumbing-electrical/,FL,Tampa,(813) 703-1042,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
,,,Owner/Manager,Mills Air Inc,Business,https://millsair.com/,FL,Orlando,(407) 277-1159,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
actcooling@gmail.com,,,Owner/Manager,"ACT Heating and Cooling, LLC.",Business,https://www.actcooling.com/martin-county-hvac-serivce,FL,Port St. Lucie,(772) 812-6250,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: actcooling@gmail.com",['actcooling@gmail.com']
ask@frankgayservices.com,,,Owner/Manager,Frank Gay Residential Services,Business,https://frankgayservices.com/service-area/orlando/?utm_source=google-gbp&utm_medium=organic&utm_campaign=*102*frank-gay-orlando,FL,Orlando,(407) 564-0694,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ask@frankgayservices.com | Verification: MX Records Found",['ask@frankgayservices.com']
,,,Owner/Manager,"Kenny's Air Conditioning & Heating Services, Inc.",Business,https://ackenny.com/,FL,Tampa,(813) 875-3669,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
,,,Owner/Manager,Tampa Bay Air Conditioning,Business,https://www.tampabayac.net/,FL,Tampa,(813) 797-5364,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
,,,Owner/Manager,Downtown Air and Heat,Business,https://downtown-air.com/?utm_campaign=gmb,FL,Orlando,(407) 606-7398,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
%20alanscoolingservice@gmail.com,,,Owner/Manager,Alan’s Cooling,Business,https://alanscooling.com/,FL,Port St. Lucie,(772) 201-4476,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: %20alanscoolingservice@gmail.com, alanscoolingservice@gmail.com","['%20alanscoolingservice@gmail.com', 'alanscoolingservice@gmail.com']"
,,,Owner/Manager,English Air Inc.,Business,https://www.englishairinc.com/,FL,Orlando,(407) 468-7808,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
info@superheatandair.com,,,Owner/Manager,"Super Heat, Air, And Plumbing",Business,http://superheatandair.com/,FL,Tampa,(813) 302-1618,invalid_email,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: info@superheatandair.com | Verification: SMTP Error 550: Mailbox Not Found",['info@superheatandair.com']
,,,Owner/Manager,Air 24/7,Business,https://air247.com/,FL,Tampa,(813) 491-8516,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
custairsys@aol.com,,,Owner/Manager,Custom Air Systems Inc,Business,https://www.customaironline.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,FL,Port St. Lucie,(772) 335-3232,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: custairsys@aol.com",['custairsys@aol.com']
dnnskindev@gmail.com,,,Owner/Manager,Clear Comfort,Business,https://www.clearcomfortair.com/,FL,Orlando,(407) 408-0776,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: dnnskindev@gmail.com, service@clearcomfortair.com | Verification: MX Records Found","['dnnskindev@gmail.com', 'service@clearcomfortair.com']"
,,,Owner/Manager,Orlando HVAC Air Conditioning,Business,,FL,Orlando,(689) 698-5010,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
,,,Owner/Manager,KB Cooling LLC,Business,http://www.kbcoolingllc.com/,FL,Port St. Lucie,(954) 601-7000,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
,,,Owner/Manager,"Acree Plumbing, Air & Electric",Business,https://trustacree.com/?utm_source=google&utm_medium=organic&utm_campaign=GMBListing-Tampa-FL,FL,Tampa,(813) 324-1661,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
dispatch@subzerocooling.net,,,Owner/Manager,Subzero Cooling & Heating Inc,Business,http://www.subzerocooling.net/,FL,Port St. Lucie,(772) 344-3700,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: dispatch@subzerocooling.net",['dispatch@subzerocooling.net']
,,,Owner/Manager,ServiceOne Air Conditioning & Plumbing,Business,https://www.serviceoneac.com/,FL,Orlando,(407) 499-8333,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
,,,Owner/Manager,Comfort Pro LLC,Business,https://comfortprocooling.com/,FL,Tampa,(813) 348-5000,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
,,,Owner/Manager,Orlando HVAC Services,Business,,FL,Orlando,(321) 326-9050,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
info@rainaldiplumbing.com,,,Owner/Manager,Rainaldi Home Services,Business,https://rainaldihomeservices.com/?utm_campaign=Google+My+Business&utm_source=GMB&utm_medium=organic&utm_content=Website,FL,Orlando,(407) 282-2900,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: info@rainaldiplumbing.com | Verification: MX Records Found",['info@rainaldiplumbing.com']
,,,Owner/Manager,East Coast Air Solutions,Business,https://www.ecasfl.com/,FL,Port St. Lucie,(561) 933-9575,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
service@edmfl.com,,,Owner/Manager,EDM FL AIR CONDITIONING,Business,http://www.edmfl.com/,FL,Port St. Lucie,(561) 906-6536,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: service@edmfl.com, edmfloridaac@gmail.com","['service@edmfl.com', 'edmfloridaac@gmail.com']"
service@bobheinmiller.com,,,Owner/Manager,Bob Heinmiller Air Conditioning Inc,Business,https://bobheinmiller.com/,FL,Orlando,(407) 374-0779,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: service@bobheinmiller.com | Verification: MX Records Found",['service@bobheinmiller.com']
,,,Owner/Manager,"Mechanical One of Orlando - Air Conditioning, Plumbing and Electrical",Business,https://mechanicalone.com/locations/orlando-fl/?utm_campaign=gmb,FL,Orlando,(407) 537-2795,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
,,,Owner/Manager,Service Air,Business,https://serviceair-conditioning.com/,FL,Port St. Lucie,(772) 924-0044,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
contact@sansoxygen.com,,,Owner/Manager,AAA AC Quality Services,Business,https://acqualityservices.com/,FL,Port St. Lucie,(800) 506-9429,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: contact@sansoxygen.com, aaaacqualityservices@gmail.com","['contact@sansoxygen.com', 'aaaacqualityservices@gmail.com']"
service@local-ac.com,,,Owner/Manager,Local AC,Business,https://local-ac.com/orlando/,FL,Orlando,(407) 565-5752,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: service@local-ac.com | Verification: MX Records Found",['service@local-ac.com']
tcac1990@att.net,,,Owner/Manager,"Treasure Coast Air Conditioning, Inc.",Business,https://www.treasurecoastair.com/,FL,Port St. Lucie,(772) 692-1701,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: tcac1990@att.net",['tcac1990@att.net']
info@refricenter.net,,,Owner/Manager,Refricenter Port St Lucie | HVAC Supply,Business,http://www.refricenter.net/,FL,Port St. Lucie,(772) 879-7800,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: info@refricenter.net",['info@refricenter.net']
,,,Owner/Manager,Port St. Lucie Heating & Air Conditioning,Business,,FL,Port St. Lucie,(772) 237-6339,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
,,,Owner/Manager,Air Pros (Orlando),Business,https://airprosusa.com/orlando/?utm_source=organic&utm_medium=organic&utm_campaign=orlando&utm_id=gbp,FL,Orlando,(407) 768-2227,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
pelicanairllc@gmail.com,,,Owner/Manager,Pelican Air Conditioning LLC,Business,http://pelicanac4me.com/,FL,Port St. Lucie,(772) 882-8246,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: pelicanairllc@gmail.com",['pelicanairllc@gmail.com']
impallari@gmail.com,,,Owner/Manager,Frigid Air,Business,https://frigidair.cool/,FL,Port St. Lucie,(772) 212-1113,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: impallari@gmail.com, team@latofonts.com","['impallari@gmail.com', 'team@latofonts.com']"
,,,Owner/Manager,"Pro-Tech Air Conditioning & Plumbing Service, Inc",Business,https://www.protechac.com/?utm_source=google&utm_medium=organic&utm_campaign=GMB-LakeNona,FL,Orlando,(877) 416-4727,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
actcooling@gmail.com,,,Owner/Manager,"ACT Heating and Cooling, LLC.",Business,https://www.actcooling.com/martin-county-hvac-serivce,FL,Port St. Lucie,(772) 812-6250,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: actcooling@gmail.com",['actcooling@gmail.com']
alanscoolingservice@gmail.com,,,Owner/Manager,Alan’s Cooling,Business,https://alanscooling.com/,FL,Port St. Lucie,(772) 201-4476,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: alanscoolingservice@gmail.com, %20alanscoolingservice@gmail.com","['alanscoolingservice@gmail.com', '%20alanscoolingservice@gmail.com']"
custairsys@aol.com,,,Owner/Manager,Custom Air Systems Inc,Business,https://www.customaironline.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp-profile,FL,Port St. Lucie,(772) 335-3232,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: custairsys@aol.com",['custairsys@aol.com']
,,,Owner/Manager,KB Cooling LLC,Business,http://www.kbcoolingllc.com/,FL,Port St. Lucie,(954) 601-7000,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
totalaircaresvc@gmail.com,,,Owner/Manager,Total Air Care Services,Business,https://www.totalaircareservices.com/,FL,Port St. Lucie,(772) 667-1317,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: totalaircaresvc@gmail.com",['totalaircaresvc@gmail.com']
info@heatbusterac.com,,,Owner/Manager,Heat Busters Air Conditioning,Business,https://heatbusterac.com/,FL,Port St. Lucie,(561) 878-2491,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: info@heatbusterac.com",['info@heatbusterac.com']
,,,Owner/Manager,Action Air Conditioning - AC Repair Tampa,Business,https://actionairconditioning.com/contact-us/?utm_source=google&utm_medium=gmb&utm_campaign=local-listing_tampa,FL,Tampa,(813) 935-6644,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
,,,Owner/Manager,"Air Source 1, LLC.",Business,https://airsource1llc.com/,FL,Port St. Lucie,(772) 626-7604,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
,,,Owner/Manager,Snook Air Conditioning,Business,,FL,Port St. Lucie,(772) 597-4010,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
,,,Owner/Manager,Northside Services,Business,http://northsideservices.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,FL,Tampa,(813) 975-8815,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
office@thehometownair.com,,,Owner/Manager,Hometown Heating and Air,Business,https://thehometownair.com/,FL,Tampa,(813) 773-6500,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: office@thehometownair.com | Verification: SMTP Handshake Success (250 OK)",['office@thehometownair.com']
,,,Owner/Manager,Fuse HVAC and Appliance Repair,Business,https://fuseorlando.com/?utm_campaign=gmb,FL,Orlando,(321) 386-2870,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
jamescayton@serviceplusac.com,,,Owner/Manager,Service Plus AC & Heating,Business,http://www.serviceplusac.com/,FL,Orlando,(321) 277-4408,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: jamescayton@serviceplusac.com | Verification: MX Records Found",['jamescayton@serviceplusac.com']
,,,Owner/Manager,E.C. Waters Air Conditioning & Heat,Business,https://ecwaters.com/,FL,Orlando,(407) 603-9144,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
totalaircaresvc@gmail.com,,,Owner/Manager,Total Air Care Services,Business,https://www.totalaircareservices.com/,FL,Port St. Lucie,(772) 667-1317,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: totalaircaresvc@gmail.com",['totalaircaresvc@gmail.com']
info@heatbusterac.com,,,Owner/Manager,Heat Busters Air Conditioning,Business,https://heatbusterac.com/,FL,Port St. Lucie,(561) 878-2491,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: info@heatbusterac.com",['info@heatbusterac.com']
ameritechcfl@gmail.com,,,Owner/Manager,AmeriTech Air Conditioning & Heating - HVAC Experts in Orlando,Business,https://ameritechfl.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,FL,Orlando,(407) 743-7106,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ameritechcfl@gmail.com, bnovotny@ameritechfl.com | Verification: MX Records Found","['ameritechcfl@gmail.com', 'bnovotny@ameritechfl.com']"
,,,Owner/Manager,"Air Source 1, LLC.",Business,https://airsource1llc.com/,FL,Port St. Lucie,(772) 626-7604,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
,,,Owner/Manager,Snook Air Conditioning,Business,,FL,Port St. Lucie,(772) 597-4010,pending,"Scraped from Google Maps: HVAC companies in Port St. Lucie, FL. Emails: ",[]
,,,Owner/Manager,Duncan's Air Conditioning & Heating,Business,https://www.duncansacorlando.com/,FL,Orlando,(407) 470-7014,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
scheduling@tonykellyac.com,,,Owner/Manager,Tony Kelly Heating & Air Conditioning,Business,http://www.tonykellyinc.com/?utm_source=google&utm_medium=organic&utm_campaign=google_business_profile,FL,Tallahassee,(850) 385-3774,pending,"Scraped from Google Maps: HVAC companies in Tallahassee, FL. Emails: scheduling@tonykellyac.com",['scheduling@tonykellyac.com']
morsetechinc@gmail.com,,,Owner/Manager,Morsetech Air Conditioning,Business,http://morsetech-air.com/,FL,Orlando,(407) 648-0212,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: morsetechinc@gmail.com | Verification: MX Records Found",['morsetechinc@gmail.com']
office.harperrevell@gmail.com,,,Owner/Manager,"Harper Revell Heating & Air Conditioning, Inc.",Business,http://www.harperrevell.com/,FL,Tallahassee,(850) 877-1306,pending,"Scraped from Google Maps: HVAC companies in Tallahassee, FL. Emails: office.harperrevell@gmail.com",['office.harperrevell@gmail.com']
,,,Owner/Manager,Key Heating & Cooling,Business,https://keyheatingandcooling.com/,FL,Tallahassee,(850) 695-4108,pending,"Scraped from Google Maps: HVAC companies in Tallahassee, FL. Emails: ",[]
info@mracoforlando.com,,,Owner/Manager,MR AC,Business,http://mracoforlando.com/,FL,Orlando,(321) 444-5514,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: info@mracoforlando.com | Verification: MX Records Found",['info@mracoforlando.com']
,,,Owner/Manager,"Central Heating Consultants, Inc",Business,https://www.centralheatingconsultants.net/,FL,Tallahassee,(850) 270-4352,pending,"Scraped from Google Maps: HVAC companies in Tallahassee, FL. Emails: ",[]
,,,Owner/Manager,Benson's Heating and Air Conditioning,Business,https://www.bensonshvac.com/?utm_source=gmb&utm_medium=organic,FL,Tallahassee,(850) 317-8625,pending,"Scraped from Google Maps: HVAC companies in Tallahassee, FL. Emails: ",[]
,,,Owner/Manager,Vortechs,Business,http://www.vortechs-hvac.com/,FL,Orlando,(407) 536-6366,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
perry@pstudio.us,,,Owner/Manager,"Barineau Heating and Air Conditioning, Inc.",Business,https://barineauac.com/,FL,Tallahassee,(850) 580-4029,pending,"Scraped from Google Maps: HVAC companies in Tallahassee, FL. Emails: perry@pstudio.us",['perry@pstudio.us']
info@4seasonsair.net,,,Owner/Manager,4 Seasons Air Conditioning and Heating,Business,https://www.4acnow.com/,FL,Orlando,(407) 305-2950,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: info@4seasonsair.net | Verification: MX Records Found",['info@4seasonsair.net']
,,,Owner/Manager,Cooper's Plumbing & Air,Business,https://www.coopersheatingandair.com/tallahassee/?utm_source=GMBmain&utm_medium=organic,FL,Tallahassee,(866) 464-7132,pending,"Scraped from Google Maps: HVAC companies in Tallahassee, FL. Emails: ",[]
eben@eyebytes.com,,,Owner/Manager,Orlando Air Conditioning Experts,Business,http://orlandoairconditioningexperts.com/,FL,Orlando,(407) 986-9977,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: eben@eyebytes.com | Verification: MX Records Found",['eben@eyebytes.com']
weserviceallbrands_img_wide-300x77@2x.avif,,,Owner/Manager,Sterling Service of Florida Inc,Business,http://sterlingservicefl.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp,FL,Tallahassee,(850) 391-0091,pending,"Scraped from Google Maps: HVAC companies in Tallahassee, FL. Emails: weserviceallbrands_img_wide-300x77@2x.avif, coop_img-300x125@2x.avif, comfclub_bottom_divider-300x30@2x.webp, servicearea-300x229@2x.avif, comfclub_top_divider-300x30@2x.webp, blog-top-divider-300x30@2x.webp, slide-4-4-300x158@2x.webp, banner_truck-300x260@2x.webp, nextdoor-fave-2025-website-banner-300x169@2x.webp, banner_truck-300x260@2x.avif, coop_img-300x125@2x.webp, comfclub_top_divider-300x30@2x.avif, about_top_divider-300x30@2x.avif, weserviceallbrands_img_wide-300x77@2x.webp, specialsdivider-300x30@2x.webp, about_bottom_divider-300x30@2x.webp, ac_a_022-man-at-table-with-phone-300x200@2x.webp, ac_a_031-gettyimages-1157324671-300x200@2x.webp, about_top_divider-300x30@2x.webp, servicearea-300x229@2x.webp, ac_a_019-hvac-unit-300x200@2x.webp, about_bottom_divider-300x30@2x.avif, slide-6-300x158@2x.webp, comfclub_bottom_divider-300x30@2x.avif, blog-top-divider-300x30@2x.avif","['weserviceallbrands_img_wide-300x77@2x.avif', 'coop_img-300x125@2x.avif', 'comfclub_bottom_divider-300x30@2x.webp', 'servicearea-300x229@2x.avif', 'comfclub_top_divider-300x30@2x.webp', 'blog-top-divider-300x30@2x.webp', 'slide-4-4-300x158@2x.webp', 'banner_truck-300x260@2x.webp', 'nextdoor-fave-2025-website-banner-300x169@2x.webp', 'banner_truck-300x260@2x.avif', 'coop_img-300x125@2x.webp', 'comfclub_top_divider-300x30@2x.avif', 'about_top_divider-300x30@2x.avif', 'weserviceallbrands_img_wide-300x77@2x.webp', 'specialsdivider-300x30@2x.webp', 'about_bottom_divider-300x30@2x.webp', 'ac_a_022-man-at-table-with-phone-300x200@2x.webp', 'ac_a_031-gettyimages-1157324671-300x200@2x.webp', 'about_top_divider-300x30@2x.webp', 'servicearea-300x229@2x.webp', 'ac_a_019-hvac-unit-300x200@2x.webp', 'about_bottom_divider-300x30@2x.avif', 'slide-6-300x158@2x.webp', 'comfclub_bottom_divider-300x30@2x.avif', 'blog-top-divider-300x30@2x.avif']"
ftpib2b@johnstonewaregroup.com,,,Owner/Manager,Johnstone Supply The Ware Group,Business,http://www.johnstonewaregroup.com/,FL,Orlando,(407) 849-0573,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ftpib2b@johnstonewaregroup.com, ptrib2b@johnstonewaregroup.com, jaxdb2b@johnstonewaregroup.com, ftldb2b@johnstonewaregroup.com, melbb2b@johnstonewaregroup.com, wpbhb2b@johnstonewaregroup.com, sarab2b@johnstonewaregroup.com, stuab2b@johnstonewaregroup.com, info@johnstonewaregroup.com, lakeb2b@johnstonewaregroup.com, gainb2b@johnstonewaregroup.com, kendb2b@johnstonewaregroup.com, mlksb2b@johnstonewaregroup.com, daytb2b@johnstonewaregroup.com, cleab2b@johnstonewaregroup.com, orlnb2b@johnstonewaregroup.com, jaxsb2b@johnstonewaregroup.com, branb2b@johnstonewaregroup.com, tallb2b@johnstonewaregroup.com, orldb2b@johnstonewaregroup.com, danib2b@johnstonewaregroup.com, boynb2b@johnstonewaregroup.com | Verification: MX Records Found","['ftpib2b@johnstonewaregroup.com', 'ptrib2b@johnstonewaregroup.com', 'jaxdb2b@johnstonewaregroup.com', 'ftldb2b@johnstonewaregroup.com', 'melbb2b@johnstonewaregroup.com', 'wpbhb2b@johnstonewaregroup.com', 'sarab2b@johnstonewaregroup.com', 'stuab2b@johnstonewaregroup.com', 'info@johnstonewaregroup.com', 'lakeb2b@johnstonewaregroup.com', 'gainb2b@johnstonewaregroup.com', 'kendb2b@johnstonewaregroup.com', 'mlksb2b@johnstonewaregroup.com', 'daytb2b@johnstonewaregroup.com', 'cleab2b@johnstonewaregroup.com', 'orlnb2b@johnstonewaregroup.com', 'jaxsb2b@johnstonewaregroup.com', 'branb2b@johnstonewaregroup.com', 'tallb2b@johnstonewaregroup.com', 'orldb2b@johnstonewaregroup.com', 'danib2b@johnstonewaregroup.com', 'boynb2b@johnstonewaregroup.com']"
,,,Owner/Manager,"Parker Services, Inc.",Business,https://www.tallahasseeac.com/,FL,Tallahassee,(850) 222-7722,pending,"Scraped from Google Maps: HVAC companies in Tallahassee, FL. Emails: ",[]
precisionair19@gmail.com,,,Owner/Manager,Precision Air Solutions LLC,Business,https://precisionairhome.com/?utm_source=organic&utm_medium=google&utm_campaign=gbp,FL,Orlando,(407) 755-7777,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: precisionair19@gmail.com | Verification: MX Records Found",['precisionair19@gmail.com']
,,,Owner/Manager,"ProMag Energy Group A/C & Heating, Inc.",Business,https://www.promagenergygroup.com/,FL,Orlando,(321) 407-6850,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
,,,Owner/Manager,"North Pole Air Conditioning and Heating Services, Inc.",Business,http://northpoleorlando.com/,FL,Orlando,(407) 276-2840,pending,"Scraped from Google Maps: HVAC companies in Orlando, FL. Emails: ",[]
,,,Owner/Manager,"INDEPENDENT AIR CONDITIONING, INC.",Business,http://www.813air.com/,FL,Tampa,(813) 421-2247,pending,"Scraped from Google Maps: HVAC companies in Tampa, FL. Emails: ",[]
